epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,216.192,0.68788,0.58908,1,0.67072,0.0001667,0.0001667,0.0001667
2,432.051,0.63192,0.69109,1,0.58775,0.000263428,0.000263428,0.000263428
3,650.403,0.56384,0.74138,1,0.52391,0.000269387,0.000269387,0.000269387
4,865.554,0.49448,0.78448,1,0.43433,0.000184579,0.000184579,0.000184579
