epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,160.297,0.61616,0.80172,1,0.44608,0.000552473,0.000552473,0.000552473
2,321.35,0.38592,0.95402,1,0.13439,0.000833875,0.000833875,0.000833875
3,478.378,0.26648,0.96121,1,0.09318,0.000840222,0.000840222,0.000840222
4,632.268,0.1662,0.9842,1,0.03211,0.000429253,0.000429253,0.000429253
