epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,40.7306,0.71736,0.46408,1,0.74316,8.335e-05,8.335e-05,8.335e-05
2,71.0721,0.68427,0.51293,1,0.7041,0.000137986,0.000137986,0.000137986
3,91.4464,0.66299,0.63937,1,0.64941,0.000143112,0.000143112,0.000143112
4,93.1338,0.64002,0.68391,1,0.61719,9.87281e-05,9.87281e-05,9.87281e-05
