epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,38.5738,0.71736,0.46408,1,0.74316,8.335e-05,8.335e-05,8.335e-05
2,69.8291,0.68381,0.52011,1,0.70264,0.000156785,0.000156785,0.000156785
3,90.3632,0.6619,0.65374,1,0.646,0.000143112,0.000143112,0.000143112
4,92.0532,0.64032,0.68247,1,0.62207,5.94217e-05,5.94217e-05,5.94217e-05
