epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,271.059,0.69927,0.51437,1,0.69746,8.335e-05,8.335e-05,8.335e-05
2,499.751,0.67291,0.60201,1,0.66247,0.000137986,0.000137986,0.000137986
3,727.77,0.63805,0.64224,1,0.6252,0.000143112,0.000143112,0.000143112
4,956.671,0.61716,0.65374,1,0.60496,9.87281e-05,9.87281e-05,9.87281e-05
